"LOCATION_NAME","TSN","X_COORD","Y_COORD","EFA_ID","PHONE","ADDRESS","FACILITIES","ACCESS","TRANSPORT"
"Westmead Station","214510","150.9880115","-33.80852937",10101230,"02 9848 9116","Railway Pde, Westmead NSW 2145","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Baby change table","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements | Short platforms, leave the train from the last 6 cars","Train, Bus, Taxi"
"Wiley Park Station","219520","151.0672762","-33.92300854",10101399,"02 9563 7441","King Georges Rd, Wiley Park NSW 2195","Emergency help point | Payphone | Opal card top up or single trip ticket machine | Toilets","Hearing loop | Wheelchair ramp boarding assistance | This location is not wheelchair accessible | PA system for announcements","Train, Bus, Taxi"
"Windsor Station","275620","150.811408","-33.61392767",10101242,"02 9851 7276","George St, Windsor NSW 2756","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone | Wheelchair accessible toilet | Baby change table","This location is wheelchair accessible | Hearing loop | Wheelchair ramp boarding assistance | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Wingello Station","257910","150.1583854","-34.69218018",10101312,"02 4868 1115","Sydney St, Wingello NSW 2579","Emergency help point | No Opal card top up or single trip ticket sales | Toilets","Level crossing | This location is not wheelchair accessible | PA system for announcements","Train"
"Wirragulla Station","242030","151.743457","-32.4617735",10101185,"02 4932 8409","Dungog Rd, Wirragulla NSW 2420","Commuter car park | Emergency help point | No Opal card top up or single trip ticket sales | Toilets","This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the middle doors","Train"
"Wolli Creek Station","220510","151.1541132","-33.92854683",10101328,"02 9563 7986","Brodie Sparks Dr, Wolli Creek NSW 2205","Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible toilet | Baby change table","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus"
"Wollongong Station","250020","150.8882431","-34.42701617",10101372,"02 4223 5517","Lowden Square, Wollongong NSW 2500","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Stairs | Tactile surfaces | PA system for announcements","Train, Coach, Bus, Taxi"
"Wollstonecraft Station","206510","151.191895","-33.83179487",10101114,"02 9379 4183","Shirley Rd, Wollstonecraft NSW 2065","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets","Hearing loop | Wheelchair ramp boarding assistance | This location is not wheelchair accessible | PA system for announcements","Train, Bus"
"Wombarra Station","251520","150.953145","-34.27593294",10101361,"02 4223 5573","Morrison Ave, Wombarra NSW 2515","Emergency help point | Payphone | No Opal card top up or single trip ticket sales","Stairs | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 6 cars","Train"
"Wondabyne Station","225010","151.2570108","-33.49213536",10101134,"02 4349 9230",,"Emergency help point | No Opal card top up or single trip ticket sales","Level crossing | Stairs | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last car's rear door","Train"
"Woodford Station","277810","150.4819174","-33.73544928",10101262,"02 4780 3910","Railway Pde, Woodford NSW 2778","Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | No Opal card top up or single trip ticket sales | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone","Stairs | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 6 cars","Train, Bus"
"Woolooware Station","223010","151.1439953","-34.04771809",10101350,"02 9522 1265","Swan St, Woolooware NSW 2230","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible payphone | Wheelchair accessible toilet | Baby change table","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus"
"Woonona Station","251710","150.9149538","-34.35023047",10101366,"02 4223 5578","Park Rd, Woonona NSW 2517","Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | No Opal card top up or single trip ticket sales | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Hearing loop | Level crossing | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Woy Woy Station","225610","151.3236239","-33.48511249",10101135,"02 4349 9230","Railway St, Woy Woy NSW 2256","Bike lockers | Bike racks | Bike shed | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Ferry, Taxi"
"Abbotsford Wharf","20461","151.1281726","-33.84367442",10102011,,"Great North Rd, Abbotsford NSW 2046","Bike lockers | Emergency help point | Opal card top up or single trip ticket machine | Toilets","This location is wheelchair accessible | Hearing loop | PA system for announcements","Bus, Ferry"
"Balmain Wharf","20413","151.1863604","-33.85471605",10102008,,"Thames St, Balmain NSW 2041","Bike racks | Emergency help point | Opal card top up or single trip ticket machine | Wheelchair accessible car space","This location is wheelchair accessible | Hearing loop | PA system for announcements","Ferry"
"Balmain East Wharf","20414","151.1959756","-33.85696725",10102010,,"Darling St, Balmain East NSW 2041","Bike racks | Emergency help point | Opal card top up or single trip ticket machine","This location is wheelchair accessible | Hearing loop | Tactile surfaces | PA system for announcements","Bus, Ferry"
"Birchgrove Wharf","20412","151.1863405","-33.84645581",10102007,,"Louisa Rd, Birchgrove NSW 2041","Emergency help point | No Opal card top up or single trip ticket sales","Hearing loop | Stairs | This location is not wheelchair accessible | PA system for announcements","Ferry"
"Cabarita Wharf","21371","151.1164853","-33.84096251",10102031,,"Cabarita Rd, Cabarita NSW 2137","Bike lockers | Commuter car park | Emergency help point | Opal card top up or single trip ticket machine","This location is wheelchair accessible | Hearing loop | PA system for announcements","Bus, Ferry"
"Chiswick Wharf","20462","151.1417808","-33.84554855",10102012,,"Bortfield Dr, Chiswick NSW 2046","Bike racks | Emergency help point | No Opal card top up or single trip ticket sales | Toilets","This location is wheelchair accessible | Hearing loop | Stairs | PA system for announcements","Bus, Ferry"
"Cockatoo Island Wharf","20009","151.1732389","-33.84559502",10102002,,,"Bike racks | Opal card top up or single trip ticket machine","This location is wheelchair accessible","Ferry"
"Cremorne Point Wharf","20901","151.2308584","-33.84787838",10102025,,"Milson Rd, Cremorne Point NSW 2090","Emergency help point | Opal card top up or single trip ticket machine | Wheelchair accessible car space","This location is wheelchair accessible | Hearing loop | Tactile surfaces | PA system for announcements","Bus, Ferry"
"Darling Harbour Wharf","2000180","151.2008261","-33.86687618",10102052,,"Lime St, Sydney NSW 2000","Emergency help point | Opal card top up machine | No Opal card top up or single trip ticket sales","This location is wheelchair accessible | Hearing loop | PA system for announcements","Bus, Ferry, Taxi"
"Darling Point Wharf","20271","151.2394906","-33.8664518",10102034,,"Darling Point Rd, Darling Point NSW 2027","Emergency help point | No Opal card top up or single trip ticket sales","Hearing loop | Stairs | This location is not wheelchair accessible | PA system for announcements","Ferry"
"Double Bay Wharf","20281","151.2425813","-33.87334922",10102003,,"Bay St, Double Bay NSW 2028","Bike racks | Emergency help point | Opal card top up or single trip ticket machine","Hearing loop | This location is not wheelchair accessible | PA system for announcements","Ferry"
"Drummoyne Wharf","20471","151.1570955","-33.84548995",10102013,,"Wolseley St, Drummoyne NSW 2047","Emergency help point | No Opal card top up or single trip ticket sales","This location is wheelchair accessible | Hearing loop | Tactile surfaces | PA system for announcements","Ferry"
"Garden Island Wharf","20007","151.2299226","-33.85813587",10102001,,,"No Opal card top up or single trip ticket sales","This location is wheelchair accessible","Ferry"
"Greenwich Point Wharf","20651","151.1808023","-33.84209993",10102019,,"Lower Serpentine Rd, Greenwich NSW 2065","Emergency help point | No Opal card top up or single trip ticket sales","Hearing loop | Stairs | This location is not wheelchair accessible | PA system for announcements","Bus, Ferry"
"Huntleys Point Wharf","211158","151.1422376","-33.84192145",10102036,,"Huntleys Point Rd, Huntleys Point NSW 2111","Bike racks | Emergency help point | No Opal card top up or single trip ticket sales","Hearing loop | Stairs | Tactile surfaces | This location is not wheelchair accessible | PA system for announcements","Ferry"
"Kirribilli Wharf","20614","151.2202795","-33.84936725",10102018,,"Holbrook Ave, Kirribilli NSW 2061","Emergency help point | Opal card top up or single trip ticket machine","Hearing loop | Stairs | This location is not wheelchair accessible | PA system for announcements","Ferry"
"Kissing Point Wharf","21122","151.1019831","-33.8316867",10102037,,"Waterview St, Putney NSW 2112","Bike lockers | Commuter car park | Emergency help point | No Opal card top up or single trip ticket sales | Toilets | Wheelchair accessible car space","This location is wheelchair accessible | Hearing loop | PA system for announcements","Ferry"
"Kurraba Point Wharf","20892","151.2218291","-33.84342906",10102024,,"Kurraba Rd, Kurraba Point NSW 2089","Emergency help point | No Opal card top up or single trip ticket sales","Hearing loop | This location is not wheelchair accessible | PA system for announcements","Ferry"
"Manly Wharf","20951","151.2838762","-33.80048291",10102027,,"East Esplanade, Manly NSW 2095","Bike lockers | Bike racks | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Hearing loop | Stairs | PA system for announcements","Bus, Ferry, Taxi"
"McMahons Point Wharf","20601","151.2062986","-33.84865057",10102015,,"Henry Lawson Ave, McMahons Point NSW 2060","Emergency help point | No Opal card top up or single trip ticket sales","Hearing loop | This location is not wheelchair accessible | PA system for announcements","Bus, Ferry"
"Meadowbank Wharf","21141","151.0898782","-33.82114791",10102028,,"Bowden St, Meadowbank NSW 2114","Bike lockers | Commuter car park | Emergency help point | Kiss and ride stopping area | Opal card top up or single trip ticket machine | Toilets","This location is wheelchair accessible | Hearing loop | PA system for announcements","Train, Ferry"
"Milsons Point Wharf","20611","151.2106384","-33.84939899",10102017,,"Alfred St S, Milsons Point NSW 2061","Bike racks | Emergency help point | Opal card top up or single trip ticket machine","This location is wheelchair accessible | Hearing loop | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Ferry, Taxi"
"Mosman Bay Wharf","20881","151.2323381","-33.83847631",10102020,,"Avenue Rd, Mosman NSW 2088","Bike racks | Emergency help point | Payphone | Opal card top up or single trip ticket machine | Wheelchair accessible car space","This location is wheelchair accessible | Hearing loop | Tactile surfaces | PA system for announcements","Bus, Ferry"
"Neutral Bay Wharf","20891","151.2193125","-33.84231965",10102023,,"Hayes St, Neutral Bay NSW 2089","Emergency help point | Opal card top up or single trip ticket machine | Wheelchair accessible car space","This location is wheelchair accessible | Hearing loop | Stairs | PA system for announcements","Bus, Ferry"
"North Sydney Wharf","20603","151.2187282","-33.84496235",10102016,,"High St, North Sydney NSW 2060","Emergency help point | No Opal card top up or single trip ticket sales","Hearing loop | Stairs | This location is not wheelchair accessible | PA system for announcements","Ferry"
"Old Cremorne Wharf","20902","151.2305011","-33.84092232",10102026,,"Kareela Rd, Cremorne Point NSW 2090","Emergency help point | No Opal card top up or single trip ticket sales","Hearing loop | Stairs | This location is not wheelchair accessible | PA system for announcements","Ferry"
"Parramatta Wharf","21501","151.010585","-33.81391554",10102032,,"Cnr Phillip St & Charles St, Parramatta NSW 2150","Bike lockers | Bike racks | Emergency help point | Kiss and ride stopping area | Opal card top up or single trip ticket machine | Wheelchair accessible car space | Wheelchair accessible toilet","This location is wheelchair accessible | Hearing loop | PA system for announcements","Ferry, Taxi"
"Kogarah Station","221710","151.1326415","-33.96214931",10101336,"02 9563 7273","Railway Pde, Kogarah NSW 2217","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Escalator | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Koolewong Station","225620","151.318655","-33.46697442",10101136,"02 4349 9230","Brisbane Water Dr, Koolewong NSW 2256","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | No Opal card top up or single trip ticket sales | Toilets | Wheelchair accessible toilet","Level crossing | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last car","Train, Bus"
"Kotara Station","228910","151.6984933","-32.94139627",10101158,"02 4962 9437","Park Ave, Kotara NSW 2289","Emergency help point | No Opal card top up or single trip ticket sales","Stairs | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 4 cars","Train, Bus"
"Lakemba Station","219510","151.0759555","-33.92012699",10101398,"02 9563 7549","The Boulevarde, Lakemba NSW 2195","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Lapstone Station","275030","150.6427966","-33.77369788",10101254,"02 4780 3813","Explorers Rd, Lapstone NSW 2773","Commuter car park | Emergency help point | Payphone | No Opal card top up or single trip ticket sales | Toilets | Wheelchair accessible car space","Stairs | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 6 cars","Train"
"Lawson Station","278310","150.4298244","-33.71914485",10101264,"02 4759 1052","Loftus St, Lawson NSW 2783","Commuter car park | Emergency help point | Payphone | No Opal card top up or single trip ticket sales | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone | Taxi rank","Stairs | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 6 cars","Train, Bus, Taxi"
"Leightonfield Station","216310","150.9849671","-33.8815017",10101406,"02 9379 7704","Christine Rd, Villawood NSW 2163","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | No Opal card top up or single trip ticket sales | Toilets","Stairs | Tactile surfaces | This location is not wheelchair accessible | PA system for announcements","Train, Bus"
"Leppington Station","217933","150.8081","-33.9544",10101448,"02 9765 1444","Rickard Rd, Leppington NSW 2179","Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Leumeah Station","256010","150.8300507","-34.0511705",10101295,"02 4629 0847","O'Sullivan Rd, Leumeah NSW 2560","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Leura Station","278010","150.3302704","-33.71172185",10101267,"02 4780 3933","Railway Pde, Leura NSW 2780","Commuter car park | Emergency help point | Payphone | Opal card top up or single trip ticket machine | Toilets | Taxi rank","Stairs | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 6 cars","Train, Bus, Taxi"
"Lewisham Station","204920","151.1472725","-33.89327853",10101211,"02 9752 8029","Cnr Railway Tce & Victoria St, Lewisham NSW 2049","Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets","Hearing loop | Stairs | Tactile surfaces | This location is not wheelchair accessible | PA system for announcements","Train, Bus"
"Lidcombe Station","214110","151.0453895","-33.86388935",10101218,"02 9752 8432","Railway Pde, Lidcombe NSW 2141","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Linden Station","277820","150.5052641","-33.71500231",10101261,"02 4751 1018","Great Western Hwy, Linden NSW 2778","Emergency help point | No Opal card top up or single trip ticket sales","Level crossing | Stairs | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 4 cars","Train, Bus"
"Lindfield Station","207010","151.1691106","-33.77518546",10101119,"02 9847 8402","Lindfield Ave, Lindfield NSW 2070","Bike racks | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Lisarow Station","225070","151.3698171","-33.38231099",10101142,"02 4352 1450","Pacific Hwy, Lisarow NSW 2250","Bike racks | Commuter car park | Emergency help point | Payphone | No Opal card top up or single trip ticket sales","Stairs | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 4 cars","Train, Bus"
"Lithgow Station","279010","150.1574494","-33.48050099",10101274,"02 6354 9507","Main St, Lithgow NSW 2790","Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Stairs | Tactile surfaces | PA system for announcements","Train, Coach, Bus, Taxi"
"Liverpool Station","217020","150.9270542","-33.92510969",10101289,"02 9765 1655","Bigge St, Liverpool NSW 2170","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet (MLAK) | Baby change table | Taxi rank","This location is wheelchair accessible | Escalator | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Lochinvar Station","232110","151.4490865","-32.72072004",10101187,"02 6543 1018","Station Lane, Lochinvar NSW 2321","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | No Opal card top up or single trip ticket sales | Wheelchair accessible car space","This location is wheelchair accessible | Level crossing | Tactile surfaces | PA system for announcements | Short platforms, leave the train from the middle doors","Train"
"Loftus Station","223220","151.05132","-34.04513834",10101352,"02 9522 1213","Loftus Ave, Loftus NSW 2232","Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone","Hearing loop | Tactile surfaces | This location is not wheelchair accessible | PA system for announcements","Train, Bus"
"Lysaghts Station","250510","150.8760944","-34.45484317",10101374,"02 4223 5685","Springhill Rd, Spring Hill NSW 2500","Emergency help point | No Opal card top up or single trip ticket sales","Stairs | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 6 cars","Train"
"Macarthur Station","256030","150.7967371","-34.07207332",10101297,"02 4629 0800","Menangle Rd, Campbelltown NSW 2560","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Macdonaldtown Station","201520","151.1862916","-33.89666002",10101215,"02 9379 1321","Burren St, Macdonaldtown NSW 2015","Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Wheelchair accessible payphone","Hearing loop | Stairs | This location is not wheelchair accessible | PA system for announcements","Train"
"Macquarie Fields Station","256410","150.8788965","-33.98480719",10101292,"02 9765 1163","Railway Pde, Macquarie Fields NSW 2564","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space","Stairs | Tactile surfaces | This location is not wheelchair accessible | PA system for announcements","Train, Bus"
"Macquarie Park Station","211340","151.1286414","-33.78501276",10101427,"02 8878 4326","Cnr Lane Cove Rd & Waterloo Rd, Macquarie Park NSW 2113","Bike lockers | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible toilet (MLAK) | Baby change table","This location is wheelchair accessible | Escalator | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus"
"Macquarie University Station","211310","151.1181871","-33.77741329",10101426,"02 8878 4110","Cnr Waterloo Rd & Herring Rd, Macquarie Park NSW 2113","Bike lockers | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible payphone | Wheelchair accessible toilet (MLAK) | Baby change table | Taxi rank","This location is wheelchair accessible | Escalator | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Maitland Station","232020","151.5520999","-32.73803543",10101178,"02 4962 9420","Church St, Maitland NSW 2320","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Marayong Station","214820","150.9001991","-33.74645111",10101236,"02 9851 7241","Railway Pde, Marayong NSW 2148","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Baby change table","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train"
"Marrickville Station","220410","151.1540328","-33.91409037",10101392,"02 9563 7586","Illawarra Rd, Marrickville NSW 2204","Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | PA system for announcements","Train, Bus, Taxi"
"Martin Place Station","200030","151.2115912","-33.86787091",10101106,"02 9379 4858","Macquarie St, Sydney NSW 2000","Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible toilet (MLAK) | Baby change table","This location is wheelchair accessible | Escalator | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus"
"Martins Creek Station","242050","151.618509","-32.55868695",10101182,"02 4932 8409","Martins Creek Rd, Martins Creek NSW 2420","Commuter car park | Emergency help point | Payphone | No Opal card top up or single trip ticket sales","This location is wheelchair accessible | Tactile surfaces | PA system for announcements | Short platforms, leave the train from the middle doors","Train"
"Marulan Station","257940","150.0064192","-34.70950062",10101314,"02 4868 1115","George St, Marulan NSW 2579","Commuter car park | Emergency help point | No Opal card top up or single trip ticket sales | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet","Level crossing | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 2 cars","Train"
"Mascot Station","202010","151.1872531","-33.92318797",10101330,"02 8337 8440","Cnr Bourke Rd & Church Ave, Mascot NSW 2020","Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Escalator | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Taxi"
"Medlow Bath Station","278030","150.2807859","-33.67387612",10101269,"02 4782 1902","Great Western Hwy, Medlow Bath NSW 2780","Emergency help point | Payphone | No Opal card top up or single trip ticket sales","Level crossing | Stairs | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 6 cars","Train"
"Menangle Station","256810","150.7444307","-34.12520137",10101299,"02 4677 1402","Station St, Menangle NSW 2568","Commuter car park | Emergency help point | Payphone | No Opal card top up or single trip ticket sales","Level crossing | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 2 cars","Train"
"Menangle Park Station","256310","150.7449558","-34.1037012",10101298,"02 4677 1402","Racecourse Dr, Menangle Park NSW 2563","Commuter car park | Emergency help point | Payphone | No Opal card top up or single trip ticket sales","Level crossing | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 2 cars","Train"
"Merrylands Station","216010","150.9928633","-33.8363502",10101282,"02 9848 9239","Railway Tce, Merrylands NSW 2160","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Metford Station","232310","151.6178682","-32.76487575",10101174,"02 4933 7902","McCubbin Cl, Metford NSW 2323","Bike racks | Commuter car park | Emergency help point | Payphone | No Opal card top up or single trip ticket sales | Wheelchair accessible car space","This location is wheelchair accessible | Lift | Stairs | Tactile surfaces | PA system for announcements","Train, Bus"
"Mindaribba Station","232050","151.5843137","-32.66932312",10101180,"02 4932 8409","Tocal Rd, Mindaribba NSW 2320","Emergency help point | No Opal card top up or single trip ticket sales","This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the middle doors","Train"
"Minnamurra Station","253310","150.8522575","-34.62569976",10101384,"02 4223 5613","North St, Minnamurra NSW 2533","Bike lockers | Bike racks | Emergency help point | No Opal card top up or single trip ticket sales","This location is wheelchair accessible | Tactile surfaces | PA system for announcements","Train, Bus"
"Minto Station","256610","150.8425967","-34.02714972",10101294,"02 4629 0842","Somerset St, Minto NSW 2566","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Miranda Station","222810","151.1028535","-34.03635478",10101348,"02 9522 1295","Kiora Rd, Miranda NSW 2228","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible payphone | Wheelchair accessible toilet (MLAK) | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Mittagong Station","257510","150.4476899","-34.45270638",10101305,"02 4871 1935","Regents St, Mittagong NSW 2575","Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | No Opal card top up or single trip ticket sales | Toilets | Wheelchair accessible car space","Hearing loop | Stairs | Tactile surfaces | This location is not wheelchair accessible | PA system for announcements","Train, Bus"
